,レース,芝ダ,距離,天候,馬場,着順,馬番,斤量,単勝,人気,馬体重,増減,複勝
0,1,1,1200,0,0,1,10,53.0,2.6,2,504,0,110
1,1,1,1200,0,0,2,7,54.0,2.6,1,440,-2,110
2,1,1,1200,0,0,3,13,54.0,45.1,10,432,20,640
3,1,1,1200,0,0,4,8,54.0,21.7,8,420,6,0
4,1,1,1200,0,0,5,12,54.0,18.0,5,414,-2,0
5,1,1,1200,0,0,6,5,51.0,153.8,15,414,-4,0
6,1,1,1200,0,0,7,2,54.0,19.2,7,426,10,0
7,1,1,1200,0,0,8,14,54.0,16.2,4,450,6,0
8,1,1,1200,0,0,9,4,54.0,60.4,12,488,-6,0
9,1,1,1200,0,0,10,15,54.0,26.2,9,440,4,0
10,1,1,1200,0,0,11,3,54.0,18.9,6,454,0,0
11,1,1,1200,0,0,12,1,52.0,76.9,14,416,24,0
12,1,1,1200,0,0,13,16,53.0,159.1,16,420,0,0
13,1,1,1200,0,0,14,6,54.0,72.1,13,454,4,0
14,1,1,1200,0,0,15,11,51.0,11.4,3,440,2,0
15,1,1,1200,0,0,16,9,54.0,48.9,11,454,-2,0
16,2,1,1800,0,0,1,13,53.0,20.9,6,460,-2,390
17,2,1,1800,0,0,2,6,55.0,10.9,5,470,-8,240
18,2,1,1800,0,0,3,4,56.0,2.3,1,490,0,130
19,2,1,1800,0,0,4,9,56.0,4.6,2,512,6,0
20,2,1,1800,0,0,5,16,56.0,5.7,3,534,6,0
21,2,1,1800,0,0,6,10,56.0,67.6,11,456,4,0
22,2,1,1800,0,0,7,3,56.0,21.1,7,496,-2,0
23,2,1,1800,0,0,8,12,55.0,37.3,9,486,-4,0
24,2,1,1800,0,0,9,14,56.0,284.0,16,452,-2,0
25,2,1,1800,0,0,10,5,53.0,39.3,10,480,-2,0
26,2,1,1800,0,0,11,15,56.0,9.8,4,484,2,0
27,2,1,1800,0,0,12,1,56.0,70.0,12,478,0,0
28,2,1,1800,0,0,13,8,54.0,249.7,15,458,-2,0
29,2,1,1800,0,0,14,2,55.0,168.8,14,518,0,0
30,2,1,1800,0,0,15,11,56.0,34.5,8,486,6,0
31,3,1,1400,0,0,1,9,56.0,6.2,3,490,0,180
32,3,1,1400,0,0,2,3,56.0,2.1,1,474,0,110
33,3,1,1400,0,0,3,4,56.0,4.7,2,424,0,140
34,3,1,1400,0,0,4,10,54.0,10.3,4,450,0,0
35,3,1,1400,0,0,5,16,56.0,18.1,6,454,-10,0
36,3,1,1400,0,0,6,6,54.0,275.2,13,416,-12,0
37,3,1,1400,0,0,7,2,56.0,25.0,9,486,14,0
38,3,1,1400,0,0,8,5,56.0,15.1,5,472,-2,0
39,3,1,1400,0,0,9,7,54.0,96.9,11,492,0,0
40,3,1,1400,0,0,10,1,55.0,19.2,7,488,8,0
41,3,1,1400,0,0,11,11,53.0,336.4,15,444,0,0
42,3,1,1400,0,0,12,12,53.0,46.5,10,470,10,0
43,3,1,1400,0,0,13,14,54.0,412.3,16,436,-4,0
44,3,1,1400,0,0,14,8,56.0,22.6,8,492,8,0
45,3,1,1400,0,0,15,15,53.0,322.8,14,452,6,0
46,3,1,1400,0,0,16,13,56.0,141.6,12,520,18,0
